timestamp,vehicle_speed,lf_wheel_s,rf_wheel_s,lr_wheel_s,rr_wheel_s,vehicle_rpm,gear,accel_pedal,engine_temp
"2019-02-18 23:45:15.358",0,0,0,0,0,818,0,0,98
"2019-02-18 23:45:15.375",0,0,0,0,0,818,0,0,98
"2019-02-18 23:45:15.380",0,0,0,0,0,818,0,0,98
"2019-02-18 23:45:15.388",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.406",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.412",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.420",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.432",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.441",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.449",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.461",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.470",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.474",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.489",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.500",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.504",0,0,0,0,0,820,0,0,98
"2019-02-18 23:45:15.512",0,0,0,0,0,820,0,0,98
"2019-02-18 23:45:15.526",0,0,0,0,0,820,0,0,98
"2019-02-18 23:45:15.531",0,0,0,0,0,820,0,0,98
"2019-02-18 23:45:15.538",0,0,0,0,0,820,0,0,98
"2019-02-18 23:45:15.543",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.554",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.567",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.576",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.592",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.599",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.611",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.625",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.631",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.643",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.652",0,0,0,0,0,820,0,0,98
"2019-02-18 23:45:15.665",0,0,0,0,0,820,0,0,98
"2019-02-18 23:45:15.678",0,0,0,0,0,820,0,0,98
"2019-02-18 23:45:15.685",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.703",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.716",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.725",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.738",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.744",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.754",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.763",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.775",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.785",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.790",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.804",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.816",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.822",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.835",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.840",0,0,0,0,0,820,0,0,98
"2019-02-18 23:45:15.852",0,0,0,0,0,820,0,0,98
"2019-02-18 23:45:15.865",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.872",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.883",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.892",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.903",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.914",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.922",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.933",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.941",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.952",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.964",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.970",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.982",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:15.993",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.000",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.013",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.020",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.031",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.043",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.049",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.059",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.065",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.080",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.089",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.096",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.110",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.119",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.129",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.140",0,0,0,0,0,819,0,0,98
"2019-02-18 23:45:16.146",0,0,0,0,0,819,0,0,98
