timestamp,vehicle_speed,vehicle_rpm
2019-02-18 23:45:16.741,0,2960
2019-02-18 23:45:16.753,0,2960
2019-02-18 23:45:16.767,0,2961
2019-02-18 23:45:16.775,0,2961
2019-02-18 23:45:16.787,0,2961
2019-02-18 23:45:16.793,0,2962
2019-02-18 23:45:16.809,0,2962
2019-02-18 23:45:16.821,0,2963
2019-02-18 23:45:16.830,0,2963
2019-02-18 23:45:16.843,0,2963
2019-02-18 23:45:16.849,0,2963
2019-02-18 23:45:16.865,0,2963
2019-02-18 23:45:16.876,0,2963
2019-02-18 23:45:16.883,0,2963
2019-02-18 23:45:16.897,0,2963
2019-02-18 23:45:16.906,0,2962
2019-02-18 23:45:16.918,0,2962
2019-02-18 23:45:16.935,0,2963
2019-02-18 23:45:16.941,0,2963
2019-02-18 23:45:16.956,0,2963
2019-02-18 23:45:16.967,0,2963
2019-02-18 23:45:16.975,0,2963
2019-02-18 23:45:16.990,0,2963
2019-02-18 23:45:16.996,0,2963
2019-02-18 23:45:17.011,0,2963
2019-02-18 23:45:17.023,0,2962
2019-02-18 23:45:17.031,0,2962
2019-02-18 23:45:17.045,0,2961
2019-02-18 23:45:17.053,0,2961
2019-02-18 23:45:17.066,0,2961
2019-02-18 23:45:17.080,0,2960
2019-02-18 23:45:17.086,0,2960
2019-02-18 23:45:17.098,0,2960
2019-02-18 23:45:17.111,0,2960
2019-02-18 23:45:17.121,0,2960
2019-02-18 23:45:17.133,0,2961
2019-02-18 23:45:17.142,0,2961
2019-02-18 23:45:17.153,0,2961
2019-02-18 23:45:17.166,0,2961
2019-02-18 23:45:17.176,0,2961
2019-02-18 23:45:17.187,0,2962
2019-02-18 23:45:17.196,0,2962
2019-02-18 23:45:17.209,0,2962
2019-02-18 23:45:17.223,0,2962
2019-02-18 23:45:17.231,0,2962
2019-02-18 23:45:17.241,0,2963
2019-02-18 23:45:17.249,0,2963
2019-02-18 23:45:17.265,0,2963
2019-02-18 23:45:17.277,0,2963
2019-02-18 23:45:17.285,0,2963
2019-02-18 23:45:17.297,0,2964
2019-02-18 23:45:17.306,0,2964
2019-02-18 23:45:17.320,0,2965
2019-02-18 23:45:17.332,0,2965
2019-02-18 23:45:17.338,0,2965
2019-02-18 23:45:17.352,0,2967
2019-02-18 23:45:17.363,0,2967
2019-02-18 23:45:17.372,0,2967
2019-02-18 23:45:17.385,0,2967
2019-02-18 23:45:17.391,0,2967
2019-02-18 23:45:17.401,0,2968
2019-02-18 23:45:17.415,0,2968
2019-02-18 23:45:17.422,0,2968
2019-02-18 23:45:17.432,0,2968
2019-02-18 23:45:17.440,0,2968
2019-02-18 23:45:17.451,0,2969
2019-02-18 23:45:17.462,0,2969
2019-02-18 23:45:17.471,0,2970
2019-02-18 23:45:17.482,0,2970
2019-02-18 23:45:17.490,0,2970
2019-02-18 23:45:17.500,0,2970
2019-02-18 23:45:17.511,0,2970
2019-02-18 23:45:17.517,0,2969
2019-02-18 23:45:17.529,0,2969
2019-02-18 23:45:17.539,0,2969
2019-02-18 23:45:17.548,0,2969
2019-02-18 23:45:17.561,0,2969
2019-02-18 23:45:17.568,0,2968
2019-02-18 23:45:17.578,0,2968
2019-02-18 23:45:17.587,0,2968
2019-02-18 23:45:17.597,0,2967
2019-02-18 23:45:17.608,0,2967
2019-02-18 23:45:17.613,0,2966
2019-02-18 23:45:17.628,0,2966
2019-02-18 23:45:17.638,0,2966
2019-02-18 23:45:17.643,0,2965
2019-02-18 23:45:17.656,0,2965
2019-02-18 23:45:17.663,0,2965
2019-02-18 23:45:17.675,0,2965
2019-02-18 23:45:17.687,0,2965
2019-02-18 23:45:17.692,0,2965
2019-02-18 23:45:17.703,0,2965
2019-02-18 23:45:17.715,0,2965
2019-02-18 23:45:17.725,0,2965
2019-02-18 23:45:17.736,0,2965
2019-02-18 23:45:17.743,0,2964
2019-02-18 23:45:17.757,0,2964
2019-02-18 23:45:17.767,0,2965
2019-02-18 23:45:17.777,0,2965
2019-02-18 23:45:17.788,0,2965
2019-02-18 23:45:17.793,0,2966
2019-02-18 23:45:17.807,0,2966
2019-02-18 23:45:17.817,0,2966
2019-02-18 23:45:17.823,0,2966
2019-02-18 23:45:17.835,0,2966
2019-02-18 23:45:17.841,0,2966
2019-02-18 23:45:17.854,0,2966
2019-02-18 23:45:17.866,0,2965
2019-02-18 23:45:17.873,0,2965
2019-02-18 23:45:17.886,0,2965
2019-02-18 23:45:17.897,0,2964
2019-02-18 23:45:17.908,0,2964
2019-02-18 23:45:17.919,0,2963
2019-02-18 23:45:17.927,0,2963
2019-02-18 23:45:17.938,0,2963
2019-02-18 23:45:17.947,0,2962
2019-02-18 23:45:17.958,0,2962
2019-02-18 23:45:17.969,0,2962
2019-02-18 23:45:17.975,0,2962
2019-02-18 23:45:17.988,0,2962
2019-02-18 23:45:17.999,0,2962
2019-02-18 23:45:18.005,0,2962
2019-02-18 23:45:18.017,0,2962
2019-02-18 23:45:18.024,0,2962
2019-02-18 23:45:18.039,0,2962
2019-02-18 23:45:18.052,0,2963
2019-02-18 23:45:18.059,0,2963
2019-02-18 23:45:18.070,0,2963
2019-02-18 23:45:18.080,0,2963
2019-02-18 23:45:18.091,0,2963
2019-02-18 23:45:18.100,0,2964
2019-02-18 23:45:18.106,0,2964
2019-02-18 23:45:18.119,0,2965
2019-02-18 23:45:18.128,0,2965
2019-02-18 23:45:18.137,0,2965
2019-02-18 23:45:18.148,0,2966
2019-02-18 23:45:18.155,0,2966
2019-02-18 23:45:18.166,0,2966
2019-02-18 23:45:18.179,0,2966
2019-02-18 23:45:18.187,0,2966
2019-02-18 23:45:18.197,0,2965
2019-02-18 23:45:18.204,0,2965
2019-02-18 23:45:18.217,0,2965
2019-02-18 23:45:18.227,0,2965
2019-02-18 23:45:18.235,0,2965
2019-02-18 23:45:18.245,0,2965
2019-02-18 23:45:18.251,0,2965
2019-02-18 23:45:18.266,0,2966
2019-02-18 23:45:18.277,0,2966
2019-02-18 23:45:18.283,0,2966
2019-02-18 23:45:18.295,0,2966
2019-02-18 23:45:18.304,0,2966
2019-02-18 23:45:18.313,0,2967
2019-02-18 23:45:18.326,0,2967
2019-02-18 23:45:18.332,0,2967
2019-02-18 23:45:18.342,0,2967
2019-02-18 23:45:18.355,0,2967
2019-02-18 23:45:18.364,0,2966
2019-02-18 23:45:18.375,0,2966
2019-02-18 23:45:18.383,0,2966
2019-02-18 23:45:18.395,0,2966
2019-02-18 23:45:18.406,0,2966
2019-02-18 23:45:18.414,0,2967
2019-02-18 23:45:18.426,0,2967
2019-02-18 23:45:18.432,0,2967
2019-02-18 23:45:18.444,0,2968
2019-02-18 23:45:18.456,0,2968
2019-02-18 23:45:18.463,0,2969
2019-02-18 23:45:18.475,0,2969
2019-02-18 23:45:18.485,0,2969
2019-02-18 23:45:18.493,0,2970
2019-02-18 23:45:18.506,0,2970
2019-02-18 23:45:18.513,0,2971
2019-02-18 23:45:18.523,0,2971
2019-02-18 23:45:18.533,0,2971
2019-02-18 23:45:18.543,0,2971
2019-02-18 23:45:18.554,0,2971
2019-02-18 23:45:18.560,0,2970
2019-02-18 23:45:18.573,0,2970
2019-02-18 23:45:18.584,0,2970
2019-02-18 23:45:18.590,0,2970
2019-02-18 23:45:18.603,0,2970
2019-02-18 23:45:18.609,0,2971
2019-02-18 23:45:18.620,0,2971
2019-02-18 23:45:18.633,0,2971
2019-02-18 23:45:18.638,0,2971
2019-02-18 23:45:18.649,0,2971
2019-02-18 23:45:18.660,0,2970
2019-02-18 23:45:18.672,0,2970
2019-02-18 23:45:18.683,0,2970
2019-02-18 23:45:18.688,0,2969
2019-02-18 23:45:18.700,0,2969
2019-02-18 23:45:18.710,0,2968
2019-02-18 23:45:18.720,0,2968
2019-02-18 23:45:18.731,0,2968
2019-02-18 23:45:18.736,0,2968
2019-02-18 23:45:18.748,0,2968
2019-02-18 23:45:18.757,0,2969
2019-02-18 23:45:18.761,0,2969
2019-02-18 23:45:18.769,0,2969
2019-02-18 23:45:18.772,0,2971
2019-02-18 23:45:18.781,0,2971
2019-02-18 23:45:18.789,0,2972
2019-02-18 23:45:18.793,0,2972
2019-02-18 23:45:18.801,0,2972
2019-02-18 23:45:18.806,0,2974
2019-02-18 23:45:18.814,0,2974
2019-02-18 23:45:18.822,0,2974
2019-02-18 23:45:18.826,0,2974
2019-02-18 23:45:18.834,0,2974
2019-02-18 23:45:18.839,0,2975
2019-02-18 23:45:18.847,0,2975
2019-02-18 23:45:18.854,0,2976
2019-02-18 23:45:18.863,0,2976
2019-02-18 23:45:18.872,0,2976
2019-02-18 23:45:18.883,0,2977
2019-02-18 23:45:18.888,0,2977
2019-02-18 23:45:18.894,0,2977
2019-02-18 23:45:18.904,0,2977
2019-02-18 23:45:18.915,0,2977
2019-02-18 23:45:18.924,0,2977
2019-02-18 23:45:18.934,0,2977
2019-02-18 23:45:18.944,0,2976
2019-02-18 23:45:18.954,0,2976
2019-02-18 23:45:18.964,0,2976
2019-02-18 23:45:18.974,0,2975
2019-02-18 23:45:18.984,0,2975
2019-02-18 23:45:18.994,0,2974
2019-02-18 23:45:19.005,0,2974
2019-02-18 23:45:19.014,0,2974
2019-02-18 23:45:19.024,0,2974
2019-02-18 23:45:19.034,0,2974
2019-02-18 23:45:19.044,0,2973
2019-02-18 23:45:19.054,0,2973
2019-02-18 23:45:19.064,0,2973
2019-02-18 23:45:19.074,0,2973
2019-02-18 23:45:19.084,0,2973
2019-02-18 23:45:19.095,0,2973
2019-02-18 23:45:19.104,0,2973
2019-02-18 23:45:19.114,0,2973
2019-02-18 23:45:19.124,0,2973
2019-02-18 23:45:19.134,0,2973
2019-02-18 23:45:19.144,0,2974
2019-02-18 23:45:19.156,0,2974
2019-02-18 23:45:19.164,0,2974
2019-02-18 23:45:19.174,0,2975
2019-02-18 23:45:19.186,0,2975
2019-02-18 23:45:19.194,0,2976
2019-02-18 23:45:19.204,0,2976
2019-02-18 23:45:19.214,0,2976
2019-02-18 23:45:19.224,0,2977
2019-02-18 23:45:19.234,0,2977
2019-02-18 23:45:19.244,0,2977
2019-02-18 23:45:19.254,0,2977
2019-02-18 23:45:19.264,0,2977
2019-02-18 23:45:19.275,0,2977
2019-02-18 23:45:19.285,0,2977
2019-02-18 23:45:19.294,0,2977
2019-02-18 23:45:19.304,0,2977
2019-02-18 23:45:19.314,0,2977
2019-02-18 23:45:19.324,0,2978
2019-02-18 23:45:19.334,0,2978
2019-02-18 23:45:19.344,0,2979
2019-02-18 23:45:19.354,0,2979
2019-02-18 23:45:19.366,0,2979
2019-02-18 23:45:19.374,0,2979
2019-02-18 23:45:19.384,0,2979
2019-02-18 23:45:19.394,0,2979
2019-02-18 23:45:19.404,0,2979
2019-02-18 23:45:19.414,0,2979
2019-02-18 23:45:19.424,0,2978
2019-02-18 23:45:19.434,0,2978
2019-02-18 23:45:19.444,0,2978
2019-02-18 23:45:19.454,0,2978
2019-02-18 23:45:19.465,0,2978
2019-02-18 23:45:19.474,0,2977
2019-02-18 23:45:19.484,0,2977
2019-02-18 23:45:19.494,0,2977
2019-02-18 23:45:19.504,0,2977
2019-02-18 23:45:19.515,0,2977
2019-02-18 23:45:19.524,0,2978
2019-02-18 23:45:19.534,0,2978
2019-02-18 23:45:19.544,0,2979
2019-02-18 23:45:19.554,0,2979
2019-02-18 23:45:19.566,0,2979
2019-02-18 23:45:19.574,0,2980
2019-02-18 23:45:19.586,0,2980
2019-02-18 23:45:19.596,0,2979
2019-02-18 23:45:19.604,0,2979
2019-02-18 23:45:19.617,0,2979
2019-02-18 23:45:19.624,0,2980
2019-02-18 23:45:19.634,0,2980
2019-02-18 23:45:19.647,0,2980
2019-02-18 23:45:19.654,0,2980
2019-02-18 23:45:19.664,0,2980
2019-02-18 23:45:19.675,0,2982
2019-02-18 23:45:19.685,0,2982
2019-02-18 23:45:19.697,0,2983
2019-02-18 23:45:19.704,0,2983
2019-02-18 23:45:19.715,0,2983
2019-02-18 23:45:19.724,0,2983
2019-02-18 23:45:19.736,0,2983
2019-02-18 23:45:19.746,0,2984
2019-02-18 23:45:19.754,0,2984
2019-02-18 23:45:19.766,0,2984
2019-02-18 23:45:19.776,0,2984
2019-02-18 23:45:19.784,0,2984
2019-02-18 23:45:19.797,0,2985
2019-02-18 23:45:19.804,0,2985
2019-02-18 23:45:19.814,0,2985
2019-02-18 23:45:19.826,0,2987
2019-02-18 23:45:19.834,0,2987
2019-02-18 23:45:19.844,0,2989
2019-02-18 23:45:19.855,0,2989
2019-02-18 23:45:19.865,0,2989
2019-02-18 23:45:19.876,0,2990
2019-02-18 23:45:19.885,0,2990
2019-02-18 23:45:19.894,0,2991
2019-02-18 23:45:19.904,0,2991
2019-02-18 23:45:19.916,0,2991
2019-02-18 23:45:19.925,0,2990
2019-02-18 23:45:19.934,0,2990
2019-02-18 23:45:19.946,0,2990
2019-02-18 23:45:19.956,0,2990
2019-02-18 23:45:19.964,0,2990
2019-02-18 23:45:19.976,0,2990
2019-02-18 23:45:19.984,0,2990
2019-02-18 23:45:19.994,0,2990
2019-02-18 23:45:20.006,0,2990
2019-02-18 23:45:20.014,0,2990
2019-02-18 23:45:20.024,0,2990
2019-02-18 23:45:20.035,0,2990
2019-02-18 23:45:20.045,0,2989
2019-02-18 23:45:20.056,0,2989
2019-02-18 23:45:20.065,0,2989
2019-02-18 23:45:20.074,0,2988
2019-02-18 23:45:20.084,0,2988
2019-02-18 23:45:20.095,0,2987
2019-02-18 23:45:20.105,0,2987
2019-02-18 23:45:20.114,0,2987
2019-02-18 23:45:20.125,0,2986
2019-02-18 23:45:20.136,0,2986
2019-02-18 23:45:20.144,0,2985
2019-02-18 23:45:20.157,0,2985
2019-02-18 23:45:20.164,0,2985
2019-02-18 23:45:20.174,0,2985
2019-02-18 23:45:20.186,0,2985
2019-02-18 23:45:20.194,0,2984
2019-02-18 23:45:20.204,0,2984
2019-02-18 23:45:20.215,0,2984
2019-02-18 23:45:20.224,0,2985
2019-02-18 23:45:20.236,0,2985
2019-02-18 23:45:20.245,0,2985
2019-02-18 23:45:20.255,0,2985
2019-02-18 23:45:20.264,0,2985
2019-02-18 23:45:20.276,0,2986
2019-02-18 23:45:20.286,0,2986
2019-02-18 23:45:20.294,0,2987
2019-02-18 23:45:20.306,0,2987
2019-02-18 23:45:20.315,0,2987
2019-02-18 23:45:20.324,0,2989
2019-02-18 23:45:20.335,0,2989
2019-02-18 23:45:20.345,0,2989
2019-02-18 23:45:20.354,0,2989
2019-02-18 23:45:20.368,0,2989
2019-02-18 23:45:20.374,0,2990
2019-02-18 23:45:20.384,0,2990
2019-02-18 23:45:20.395,0,2990
2019-02-18 23:45:20.404,0,2990
2019-02-18 23:45:20.416,0,2990
2019-02-18 23:45:20.425,0,2990
2019-02-18 23:45:20.434,0,2990
2019-02-18 23:45:20.444,0,2990
2019-02-18 23:45:20.456,0,2990
2019-02-18 23:45:20.467,0,2990
2019-02-18 23:45:20.474,0,2991
2019-02-18 23:45:20.485,0,2991
2019-02-18 23:45:20.494,0,2992
2019-02-18 23:45:20.504,0,2992
2019-02-18 23:45:20.518,0,2992
2019-02-18 23:45:20.524,0,2993
2019-02-18 23:45:20.534,0,2993
2019-02-18 23:45:20.548,0,2994
2019-02-18 23:45:20.555,0,2994
2019-02-18 23:45:20.565,0,2994
2019-02-18 23:45:20.574,0,2994
2019-02-18 23:45:20.584,0,2994
2019-02-18 23:45:20.596,0,2996
2019-02-18 23:45:20.604,0,2996
2019-02-18 23:45:20.616,0,2996
2019-02-18 23:45:20.624,0,2999
2019-02-18 23:45:20.635,0,2999
2019-02-18 23:45:20.647,0,3002
2019-02-18 23:45:20.654,0,3002
2019-02-18 23:45:20.664,0,3002
2019-02-18 23:45:20.675,0,3005
2019-02-18 23:45:20.684,0,3005
2019-02-18 23:45:20.695,0,3008
2019-02-18 23:45:20.705,0,3008
2019-02-18 23:45:20.714,0,3008
2019-02-18 23:45:20.726,0,3010
2019-02-18 23:45:20.734,0,3010
2019-02-18 23:45:20.745,0,3014
2019-02-18 23:45:20.754,0,3014
2019-02-18 23:45:20.765,0,3014
2019-02-18 23:45:20.776,0,3017
2019-02-18 23:45:20.784,0,3017
2019-02-18 23:45:20.797,0,3020
2019-02-18 23:45:20.804,0,3020
2019-02-18 23:45:20.815,0,3020
2019-02-18 23:45:20.827,0,3022
2019-02-18 23:45:20.834,0,3022
2019-02-18 23:45:20.844,0,3023
2019-02-18 23:45:20.855,0,3023
2019-02-18 23:45:20.865,0,3023
2019-02-18 23:45:20.875,0,3024
2019-02-18 23:45:20.885,0,3024
2019-02-18 23:45:20.894,0,3025
2019-02-18 23:45:20.904,0,3025
2019-02-18 23:45:20.916,0,3025
2019-02-18 23:45:20.925,0,3025
2019-02-18 23:45:20.934,0,3025
2019-02-18 23:45:20.945,0,3027
2019-02-18 23:45:20.956,0,3027
2019-02-18 23:45:20.965,0,3027
2019-02-18 23:45:20.976,0,3028
2019-02-18 23:45:20.985,0,3028
2019-02-18 23:45:20.994,0,3028
2019-02-18 23:45:21.009,0,3028
2019-02-18 23:45:21.014,0,3028
2019-02-18 23:45:21.024,0,3028
2019-02-18 23:45:21.035,0,3028
2019-02-18 23:45:21.045,0,3027
2019-02-18 23:45:21.056,0,3027
2019-02-18 23:45:21.065,0,3027
2019-02-18 23:45:21.074,0,3027
2019-02-18 23:45:21.084,0,3027
2019-02-18 23:45:21.095,0,3028
2019-02-18 23:45:21.105,0,3028
2019-02-18 23:45:21.115,0,3028
2019-02-18 23:45:21.125,0,3029
2019-02-18 23:45:21.136,0,3029
2019-02-18 23:45:21.144,0,3028
2019-02-18 23:45:21.157,0,3028
2019-02-18 23:45:21.165,0,3028
2019-02-18 23:45:21.174,0,3028
2019-02-18 23:45:21.189,0,3028
2019-02-18 23:45:21.196,0,3027
2019-02-18 23:45:21.204,0,3027
2019-02-18 23:45:21.216,0,3027
2019-02-18 23:45:21.225,0,3027
2019-02-18 23:45:21.236,0,3027
2019-02-18 23:45:21.245,0,3027
2019-02-18 23:45:21.255,0,3027
2019-02-18 23:45:21.265,0,3027
2019-02-18 23:45:21.276,0,3027
2019-02-18 23:45:21.286,0,3027
2019-02-18 23:45:21.294,0,3027
2019-02-18 23:45:21.305,0,3027
2019-02-18 23:45:21.317,0,3027
2019-02-18 23:45:21.324,0,3026
2019-02-18 23:45:21.335,0,3026
2019-02-18 23:45:21.344,0,3026
2019-02-18 23:45:21.354,0,3026
2019-02-18 23:45:21.368,0,3026
2019-02-18 23:45:21.374,0,3026
2019-02-18 23:45:21.384,0,3026
2019-02-18 23:45:21.395,0,3027
2019-02-18 23:45:21.406,0,3027
2019-02-18 23:45:21.417,0,3027
2019-02-18 23:45:21.425,0,3028
2019-02-18 23:45:21.435,0,3028
2019-02-18 23:45:21.444,0,3029
2019-02-18 23:45:21.454,0,3029
2019-02-18 23:45:21.467,0,3029
2019-02-18 23:45:21.474,0,3030
2019-02-18 23:45:21.484,0,3030
2019-02-18 23:45:21.497,0,3029
2019-02-18 23:45:21.504,0,3029
2019-02-18 23:45:21.516,0,3029
2019-02-18 23:45:21.525,0,3029
2019-02-18 23:45:21.534,0,3029
2019-02-18 23:45:21.546,0,3029
2019-02-18 23:45:21.555,0,3029
2019-02-18 23:45:21.565,0,3029
2019-02-18 23:45:21.574,0,3028
2019-02-18 23:45:21.585,0,3028
2019-02-18 23:45:21.597,0,3027
2019-02-18 23:45:21.604,0,3027
2019-02-18 23:45:21.617,0,3027
2019-02-18 23:45:21.624,0,3025
2019-02-18 23:45:21.635,0,3025
2019-02-18 23:45:21.647,0,3025
2019-02-18 23:45:21.654,0,3025
2019-02-18 23:45:21.665,0,3025
2019-02-18 23:45:21.677,0,3024
2019-02-18 23:45:21.685,0,3024
2019-02-18 23:45:21.695,0,3024
2019-02-18 23:45:21.705,0,3024
2019-02-18 23:45:21.715,0,3024
2019-02-18 23:45:21.726,0,3025
2019-02-18 23:45:21.735,0,3025
2019-02-18 23:45:21.744,0,3025
2019-02-18 23:45:21.754,0,3025
2019-02-18 23:45:21.766,0,3025
2019-02-18 23:45:21.776,0,3025
2019-02-18 23:45:21.784,0,3025
2019-02-18 23:45:21.797,0,3024
2019-02-18 23:45:21.804,0,3024
2019-02-18 23:45:21.816,0,3024
2019-02-18 23:45:21.828,0,3024
2019-02-18 23:45:21.834,0,3024
2019-02-18 23:45:21.844,0,3023
2019-02-18 23:45:21.855,0,3023
2019-02-18 23:45:21.865,0,3023
2019-02-18 23:45:21.875,0,3022
2019-02-18 23:45:21.885,0,3022
2019-02-18 23:45:21.894,0,3022
2019-02-18 23:45:21.906,0,3022
2019-02-18 23:45:21.916,0,3022
2019-02-18 23:45:21.925,0,3021
2019-02-18 23:45:21.934,0,3021
2019-02-18 23:45:21.945,0,3020
2019-02-18 23:45:21.956,0,3020
2019-02-18 23:45:21.965,0,3020
2019-02-18 23:45:21.975,0,3021
2019-02-18 23:45:21.986,0,3021
2019-02-18 23:45:21.995,0,3021
2019-02-18 23:45:22.005,0,3021
2019-02-18 23:45:22.016,0,3021
2019-02-18 23:45:22.024,0,3022
2019-02-18 23:45:22.035,0,3022
2019-02-18 23:45:22.046,0,3023
2019-02-18 23:45:22.055,0,3023
2019-02-18 23:45:22.064,0,3023
2019-02-18 23:45:22.075,0,3025
2019-02-18 23:45:22.085,0,3025
2019-02-18 23:45:22.095,0,3026
2019-02-18 23:45:22.105,0,3026
2019-02-18 23:45:22.115,0,3026
2019-02-18 23:45:22.126,0,3027
2019-02-18 23:45:22.136,0,3027
2019-02-18 23:45:22.144,0,3027
2019-02-18 23:45:22.159,0,3027
2019-02-18 23:45:22.165,0,3027
2019-02-18 23:45:22.175,0,3028
2019-02-18 23:45:22.192,0,3028
2019-02-18 23:45:22.196,0,3028
2019-02-18 23:45:22.204,0,3028
2019-02-18 23:45:22.220,0,3028
2019-02-18 23:45:22.227,0,3029
2019-02-18 23:45:22.235,0,3029
2019-02-18 23:45:22.249,0,3029
2019-02-18 23:45:22.257,0,3029
2019-02-18 23:45:22.266,0,3029
2019-02-18 23:45:22.279,0,3029
2019-02-18 23:45:22.288,0,3029
2019-02-18 23:45:22.294,0,3029
2019-02-18 23:45:22.309,0,3029
