timestamp,vehicle_speed,lf_wheel_s,rf_wheel_s,lr_wheel_s,rr_wheel_s,vehicle_rpm,gear,accel_pedal,engine_temp
"2019-11-07 23:53:23.019",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.021",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.028",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.029",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.035",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.043",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.053",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.063",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.074",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.083",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.095",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.103",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.113",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.125",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.133",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.143",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.154",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.163",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.174",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.185",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.193",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.203",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.216",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.223",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.233",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.244",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.254",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.263",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.277",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.283",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.293",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.310",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.316",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.323",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.336",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.345",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.354",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.367",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.375",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.383",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.398",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.404",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.413",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.427",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.437",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.443",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.457",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.463",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.473",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.489",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.496",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.503",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.515",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.523",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.535",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.543",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.553",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.563",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.573",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.586",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.594",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.606",0,0,0,0,0,0,0,0,12
"2019-11-07 23:53:23.614",0,0,0,0,0,0,0,0,12
